原文,当前译文,状态,来源
"William, the Council Head of Blackwater, has asked you to investigate a rumor that Mercenaries may be planning to assassinate him. Bring him back any evidence that you find.","William, the Council Head of Blackwater, has asked you to investigate a rumor that Mercenaries may be planning to assassinate him. Bring him back any evidence that you find.",pending,exe:blitz_string@0x19D914
"You have offered to locate and bring 10 giant larvae to Hesham, an alchemist working in the Crypt at Eversleep Cemetery in the North Parish region.","You have offered to locate and bring 10 giant larvae to Hesham, an alchemist working in the Crypt at Eversleep Cemetery in the North Parish region.",pending,exe:blitz_string@0x19DA7C
Dungeon Fever,Dungeon Fever,pending,exe:blitz_string@0x19DBBC
"You feel achy, sore and very weak.","You feel achy, sore and very weak.",pending,exe:blitz_string@0x19DBE4
Rusty Knuckles,Rusty Knuckles,pending,exe:blitz_string@0x19DC34
"Your finger joints, elbows and knees become swollen and extremely painful.","Your finger joints, elbows and knees become swollen and extremely painful.",pending,exe:blitz_string@0x19DC5C
Eye Fungus,Eye Fungus,pending,exe:blitz_string@0x19DCFC
"Your eyeslids are covered in crusty, seeping scabs, limiting your vision.","Your eyeslids are covered in crusty, seeping scabs, limiting your vision.",pending,exe:blitz_string@0x19DD1C
Blister Pox,Blister Pox,pending,exe:blitz_string@0x19DDBC
You notice seeping blisters all over your body and you have a terrible fever.,You notice seeping blisters all over your body and you have a terrible fever.,pending,exe:blitz_string@0x19DDE0
Insanity Fever,Insanity Fever,pending,exe:blitz_string@0x19DE88
A sudden fever overwhelms you. You begin to hallucinate and cannot maintain clear thoughts.,A sudden fever overwhelms you. You begin to hallucinate and cannot maintain clear thoughts.,pending,exe:blitz_string@0x19DEB0
Fleshrot,Fleshrot,pending,exe:blitz_string@0x19DF74
You have contracted Fleshrot. You will die soon without proper care.,You have contracted Fleshrot. You will die soon without proper care.,pending,exe:blitz_string@0x19DF90
Cursed,Cursed,pending,exe:blitz_string@0x19E024
You are cursed!!,You are cursed!!,pending,exe:blitz_string@0x19E03C
incbin::incbin/master_item_sheet.csv,incbin::incbin/master_item_sheet.csv,pending,exe:blitz_string@0x19E080
resources/incbin/master_item_sheet.csv,resources/incbin/master_item_sheet.csv,pending,exe:blitz_string@0x19E0D4
no bars,no bars,pending,exe:blitz_string@0x19E97C
data/retmark.bin,data/retmark.bin,pending,exe:blitz_string@0x19EA0C
sound/mo12_attack.wav,sound/mo12_attack.wav,pending,exe:blitz_string@0x19EA58
data/14.map,data/14.map,pending,exe:blitz_string@0x19EA90
"An error has occured. Please uninstall the game, then reinstall it using the original Setup file or CD. \nError code:","An error has occured. Please uninstall the game, then reinstall it using the original Setup file or CD. \nError code:",pending,exe:blitz_string@0x19EAB4
/Eschalon Book 1 Saved Games/,/Eschalon Book 1 Saved Games/,pending,exe:blitz_string@0x19EBB0
Error: Unable to create Saved Games directory in,Error: Unable to create Saved Games directory in,pending,exe:blitz_string@0x19EC18
slot,slot,pending,exe:blitz_string@0x19EC88
directory.,directory.,pending,exe:blitz_string@0x19EC9C
Error: Unable to create Saved Games SLOT,Error: Unable to create Saved Games SLOT,pending,exe:blitz_string@0x19ECC0
tmp,tmp,pending,exe:blitz_string@0x19ED1C
DirectSound,DirectSound,pending,exe:blitz_string@0x19ED38
Eschalon: Book I,Eschalon: Book I,pending,exe:blitz_string@0x19ED5C
sound/Heart.wav,sound/Heart.wav,pending,exe:blitz_string@0x19EE70
sound/Step_Hard1.wav,sound/Step_Hard1.wav,pending,exe:blitz_string@0x19EEA4
sound/Step_Hard2.wav,sound/Step_Hard2.wav,pending,exe:blitz_string@0x19EED8
sound/Step_Soft1.wav,sound/Step_Soft1.wav,pending,exe:blitz_string@0x19EF0C
sound/Step_Soft2.wav,sound/Step_Soft2.wav,pending,exe:blitz_string@0x19EF40
sound/Step_Dun1.wav,sound/Step_Dun1.wav,pending,exe:blitz_string@0x19EF74
sound/Step_Dun2.wav,sound/Step_Dun2.wav,pending,exe:blitz_string@0x19EFA8
sound/Step_armor1.wav,sound/Step_armor1.wav,pending,exe:blitz_string@0x19EFDC
sound/Step_armor2.wav,sound/Step_armor2.wav,pending,exe:blitz_string@0x19F014
sound/MouseClick.wav,sound/MouseClick.wav,pending,exe:blitz_string@0x19F050
sound/SFX_Notice.wav,sound/SFX_Notice.wav,pending,exe:blitz_string@0x19F088
sound/SFX_Mouse_Hover.wav,sound/SFX_Mouse_Hover.wav,pending,exe:blitz_string@0x19F0C0
data/fighter,data/fighter,pending,exe:blitz_string@0x19F130
DROP,DROP,pending,exe:blitz_string@0x19F160
KEEP,KEEP,pending,exe:blitz_string@0x19F174
"^This ^item ^appears ^to ^be ^unique ^so ^you ^should ^hold ^on ^to ^it! ||If you really ^must take it out of your inventory, find an chest or barrel with empty space and store it there so that you can retrieve it later.","^This ^item ^appears ^to ^be ^unique ^so ^you ^should ^hold ^on ^to ^it! ||If you really ^must take it out of your inventory, find an chest or barrel with empty space and store it there so that you can retrieve it later.",pending,exe:blitz_string@0x19F188
kill_quest 24,kill_quest 24,pending,exe:blitz_string@0x19F378
No,No,pending,exe:blitz_string@0x19F3A0
Yes,Yes,pending,exe:blitz_string@0x19F3B0
This item will be lost forever if dropped! Are you sure?,This item will be lost forever if dropped! Are you sure?,pending,exe:blitz_string@0x19F3C4
"Just before you drop this item to the ground, you are suddenly compelled to hang on to it. You should put it back in your inventory or find an empty chest to store it in.","Just before you drop this item to the ground, you are suddenly compelled to hang on to it. You should put it back in your inventory or find an empty chest to store it in.",pending,exe:blitz_string@0x19F440
You are too far away to speak.,You are too far away to speak.,pending,exe:blitz_string@0x19F5A0
You cannot speak from this position. Move closer.,You cannot speak from this position. Move closer.,pending,exe:blitz_string@0x19F5E8
SFX_Pickup,SFX_Pickup,pending,exe:blitz_string@0x19F658
You are currently using a two-handed weapon and cannot use a shield at the same time.,You are currently using a two-handed weapon and cannot use a shield at the same time.,pending,exe:blitz_string@0x19F678
You are currently using a torch and cannot use a shield at the same time.,You are currently using a torch and cannot use a shield at the same time.,pending,exe:blitz_string@0x19F730
You are currently holding a shield and cannot use a two-handed weapon at the same time.,You are currently holding a shield and cannot use a two-handed weapon at the same time.,pending,exe:blitz_string@0x19F7D0
You cannot equip or use an unknown item.,You cannot equip or use an unknown item.,pending,exe:blitz_string@0x19F88C
You cannot equip a torch while holding a lantern.,You cannot equip a torch while holding a lantern.,pending,exe:blitz_string@0x19F8E8
You cannot equip a torch while holding a shield.,You cannot equip a torch while holding a shield.,pending,exe:blitz_string@0x19F958
You decide to stand passively for a moment...,You decide to stand passively for a moment...,pending,exe:blitz_string@0x19F9C4
Viewing keyboard shortcuts...press any key to continue.,Viewing keyboard shortcuts...press any key to continue.,pending,exe:blitz_string@0x19FA64
You've just learned every spell and became a Master of all Skills!,You've just learned every spell and became a Master of all Skills!,pending,exe:blitz_string@0x19FAE0
Reset this map?,Reset this map?,pending,exe:blitz_string@0x19FB70
.map,.map,pending,exe:blitz_string@0x19FB9C
tmp/,tmp/,pending,exe:blitz_string@0x19FBB0
.ent,.ent,pending,exe:blitz_string@0x19FBC4
.opq,.opq,pending,exe:blitz_string@0x19FBD8
in,in,pending,exe:blitz_string@0x19FC04
ft,ft,pending,exe:blitz_string@0x19FC18
Distance:,Distance:,pending,exe:blitz_string@0x19FC30
You are in:,You are in:,pending,exe:blitz_string@0x19FC50
Y=,Y=,pending,exe:blitz_string@0x19FC74
Area Coordinate: X=,Area Coordinate: X=,pending,exe:blitz_string@0x19FC88
DIST:,DIST:,pending,exe:blitz_string@0x19FCBC
- Day Cycle (Mod 1440):,- Day Cycle (Mod 1440):,pending,exe:blitz_string@0x19FCD4
Total Turns:,Total Turns:,pending,exe:blitz_string@0x19FD14
"GMH_X,Y:","GMH_X,Y:",pending,exe:blitz_string@0x19FD4C
"Player X,Y:","Player X,Y:",pending,exe:blitz_string@0x19FD6C
"Map_Mouse_X,Y:","Map_Mouse_X,Y:",pending,exe:blitz_string@0x19FD90
kb,kb,pending,exe:blitz_string@0x19FDBC
Alloc_Mem:,Alloc_Mem:,pending,exe:blitz_string@0x19FDCC
- Map Name:,- Map Name:,pending,exe:blitz_string@0x19FDF0
Map Filename:,Map Filename:,pending,exe:blitz_string@0x19FE18
RGBF:,RGBF:,pending,exe:blitz_string@0x19FE50
", RefeshRate:",", RefeshRate:",pending,exe:blitz_string@0x19FE68
BitDepth:,BitDepth:,pending,exe:blitz_string@0x19FE90
Gold,Gold,pending,exe:blitz_string@0x19FEE4
gold pieces,gold pieces,pending,exe:blitz_string@0x19FEF8
Poor quality,Poor quality,pending,exe:blitz_string@0x19FF1C
IC_QUIVER,IC_QUIVER,pending,exe:blitz_string@0x19FFB0 | exe:resource@0x54159C:csv
IC_HELM,IC_HELM,pending,exe:blitz_string@0x19FFE0 | exe:resource@0x54159C:csv
IC_CLOAK,IC_CLOAK,pending,exe:blitz_string@0x1A000C | exe:resource@0x54159C:csv
IC_AMULET,IC_AMULET,pending,exe:blitz_string@0x1A0038 | exe:resource@0x54159C:csv
IC_TORSO,IC_TORSO,pending,exe:blitz_string@0x1A0068 | exe:resource@0x54159C:csv
IC_WEAPON,IC_WEAPON,pending,exe:blitz_string@0x1A0094 | exe:resource@0x54159C:csv
IC_BELT,IC_BELT,pending,exe:blitz_string@0x1A00C4 | exe:resource@0x54159C:csv
